City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,paracuru,-3.41,-39.0306,25.06,84,15,4.49,BR,1728354805
284,helena valley west central,46.6629,-112.0604,12.1,46,0,0.45,US,1728354806
285,antigonish,45.6169,-61.9986,11.61,89,100,3.14,CA,1728354531
286,tanguieta,10.6212,1.2665,22.57,89,95,0.5,BJ,1728354809
287,viedma,-40.8135,-62.9967,7.57,91,16,3.69,AR,1728354468
288,fortuna,40.5982,-124.1573,12.45,94,20,0.0,US,1728354811
289,conception bay south,47.4999,-52.9981,8.3,95,100,6.14,CA,1728354606
290,ola,59.5833,151.2833,2.73,63,18,2.22,RU,1728354813
291,broome,42.2506,-75.833,8.6,90,0,1.54,US,1728354814
292,acarau,-2.8856,-40.12,25.37,81,37,6.27,BR,1728354815
293,riverside,33.7333,-116.0508,33.46,16,0,3.09,US,1728354617
294,san ignacio,17.1561,-89.0714,28.08,78,40,6.17,BZ,1728354818
295,mountain home,43.133,-115.6912,18.74,37,0,3.09,US,1728354819
296,fortaleza,-3.7227,-38.5247,26.07,83,40,4.63,BR,1728354081
297,masterton,-40.9597,175.6575,15.3,63,100,6.62,NZ,1728354821
298,lichtenburg,-26.152,26.1597,13.62,25,22,4.12,ZA,1728354816
299,alta,69.9689,23.2717,-4.41,86,17,2.57,NO,1728354825
300,gadzhiyevo,69.2551,33.3362,2.39,78,58,4.67,RU,1728354826
301,yuzhno-kurilsk,44.0306,145.8556,14.49,82,100,6.82,RU,1728354827
302,berdigestyakh,62.0989,126.6992,0.13,68,22,1.61,RU,1728354828
303,choibalsan,48.0667,114.5,13.95,38,93,6.72,MN,1728354829
304,arkhangel'sk,64.5401,40.5433,-1.94,100,20,1.0,RU,1728354718
305,lihue,21.9789,-159.3672,28.77,61,20,6.17,US,1728354551
306,kavaratti,10.5669,72.642,26.11,82,100,0.31,IN,1728354833
307,kimbe,-5.5502,150.1429,28.92,79,57,1.62,PG,1728354834
308,joinville,-26.3044,-48.8456,20.95,78,40,2.57,BR,1728354746
309,sao paulo de olivenca,-3.3783,-68.8725,24.07,95,100,0.83,BR,1728354836
310,kolonia town,6.964,158.206,33.0,62,40,4.12,FM,1728354837
311,thunder bay,48.4001,-89.3168,7.95,61,0,0.51,CA,1728354625
312,la'ie,21.6477,-157.9253,27.89,70,3,2.24,US,1728354840
313,buala,-8.145,159.5921,29.11,70,22,3.54,SB,1728354841
314,punta del este,-34.9667,-54.95,14.93,94,0,2.57,UY,1728354842
315,la gi,10.6667,107.7833,28.75,73,100,1.13,VN,1728354843
316,angaur state,6.906,134.13,29.14,71,93,2.69,PW,1728354844
317,borogontsy,62.6683,131.1683,0.07,50,17,1.95,RU,1728354846
318,puerto quijarro,-17.7833,-57.7667,29.58,34,19,0.9,BO,1728354847
319,guerrero negro,27.9769,-114.0611,20.55,87,7,3.64,MX,1728354848
320,horta,38.5333,-28.6333,23.9,91,40,10.28,PT,1728354849
321,al ghayzah,16.2079,52.176,25.42,79,97,1.59,YE,1728354850
322,kerikeri,-35.2268,173.9474,21.76,42,23,3.41,NZ,1728354851
323,nelson bay,-32.7167,152.15,16.32,95,100,4.92,AU,1728354854
324,torghay,49.6339,63.4981,13.4,39,7,2.64,KZ,1728354856
325,wangjing,24.6,94.0333,22.99,73,20,1.24,IN,1728354857
326,yarega,63.4354,53.5765,1.48,83,100,5.46,RU,1728354793
327,altai,46.3722,96.2583,6.92,36,98,4.91,MN,1728354859
328,xinyu,27.8043,114.9334,18.55,79,100,2.58,CN,1728354861
329,alice springs,-23.7,133.8833,34.75,12,5,4.63,AU,1728354862
330,turkmenbasy,40.0222,52.9552,16.43,39,0,3.09,TM,1728354863
331,new norfolk,-42.7826,147.0587,13.73,46,81,3.66,AU,1728354864
332,puerto baquerizo moreno,-0.9,-89.6,20.85,86,100,5.71,EC,1728354732
333,verneuil-sur-avre,48.7395,0.9273,12.85,88,100,7.32,FR,1728354866
334,al burayqah,30.4062,19.5739,22.8,67,0,4.64,LY,1728354867
335,grafton,42.207,-71.6856,12.26,94,8,3.57,US,1728354869
336,saint-pierre,-21.3393,55.4781,19.82,64,0,2.06,RE,1728354870
337,taguatinga,-12.3857,-46.5711,28.4,39,25,0.31,BR,1728354871
338,staraya mayna,54.6,48.95,11.06,53,100,5.59,RU,1728354872
339,mazagao,-0.115,-51.2894,26.14,80,38,3.26,BR,1728354874
340,harpswell center,43.8018,-69.9842,13.03,89,100,0.45,US,1728354876
341,melekeok village,7.4957,134.6367,32.31,66,75,3.09,PW,1728354877
342,mount gambier,-37.8333,140.7667,14.54,41,0,3.65,AU,1728354879
343,alta sierra,35.7291,-118.5495,16.81,31,70,0.86,US,1728354880
344,kuanda,56.3161,116.0806,6.6,43,41,1.07,RU,1728354881
345,naze,28.3667,129.4833,25.51,79,77,7.47,JP,1728354882
346,vernon,50.2581,-119.2691,13.45,62,5,2.06,CA,1728354884
347,castillos,-34.1667,-53.8333,12.93,97,100,0.53,UY,1728354885
348,sisimiut,66.9395,-53.6735,2.23,70,82,2.29,GL,1728354672
349,pariaman,-0.619,100.12,29.03,74,80,2.61,ID,1728354887
350,mukalla,14.5425,49.1242,25.37,88,86,2.86,YE,1728354888
351,bosaso,11.2842,49.1816,27.85,73,97,1.88,SO,1728354889
352,darnah,32.767,22.6367,21.93,72,0,4.26,LY,1728354891
353,geraldton,-28.7667,114.6,21.23,73,100,4.63,AU,1728354892
354,midvagur,62.0511,-7.1939,6.46,70,75,3.09,FO,1728354893
355,veraval,20.9,70.3667,28.6,66,39,3.04,IN,1728354894
356,senanga,-16.1167,23.2667,14.96,25,0,2.22,ZM,1728354895
357,maintirano,-18.0667,44.0167,22.41,79,3,3.98,MG,1728354896
358,peterhead,57.5058,-1.7981,11.22,91,100,5.82,GB,1728354897
359,sandnessjoen,66.0217,12.6316,3.53,83,100,7.13,NO,1728354761
360,callao,-12.0667,-77.15,17.16,82,0,5.66,PE,1728354900
361,papao,-17.75,-149.55,27.82,75,100,9.28,PF,1728354901
362,oban,56.4127,-5.4706,10.83,89,96,2.65,GB,1728354902
363,san luis de la loma,17.2706,-100.8939,25.35,88,43,1.44,MX,1728354903
364,callaway,30.153,-85.5699,22.18,80,0,0.45,US,1728354904
365,morehead city,34.7229,-76.726,21.75,77,0,2.06,US,1728354905
366,khanty-mansiysk,61.0042,69.0019,0.06,86,0,4.0,RU,1728354771
367,trinidad,-14.8333,-64.9,31.96,41,84,4.83,BO,1728354910
368,walvis bay,-22.9575,14.5053,13.07,88,0,3.34,NA,1728354911
369,alaghsas,17.0187,8.0168,31.21,21,63,2.79,NE,1728354912
370,villa ojo de agua,-29.5,-63.6938,14.92,95,100,10.73,AR,1728354914
371,presidente epitacio,-21.7633,-52.1156,26.5,19,8,2.77,BR,1728354915
372,wenling,28.3669,121.36,18.35,86,100,3.54,CN,1728354916
373,itaituba,-4.2761,-55.9836,25.03,85,6,0.95,BR,1728354676
374,pabna,24.0,89.25,28.96,74,19,1.31,BD,1728354918
375,zouerate,22.7187,-12.4521,25.56,40,43,4.5,MR,1728354919
376,kuta,-8.7233,115.1723,29.97,79,40,6.69,ID,1728354921
377,salinas,36.6777,-121.6555,18.63,77,0,4.63,US,1728354644
378,ariquemes,-9.9133,-63.0408,27.06,62,42,0.71,BR,1728354923
379,richards bay,-28.783,32.0377,19.43,84,100,4.97,ZA,1728354745
380,tam ky,15.5667,108.4833,27.02,86,100,2.19,VN,1728354925
381,tura,25.5198,90.2201,27.4,76,2,1.06,IN,1728354926
382,daru,-9.0763,143.2092,28.05,81,83,6.77,PG,1728354927
383,nizao,18.25,-70.2,26.93,77,10,1.6,DO,1728354929
384,yeppoon,-23.1333,150.7333,24.97,74,16,6.69,AU,1728354930
385,turinsk,58.0458,63.696,8.98,77,100,5.51,RU,1728354931
386,farafangana,-22.8167,47.8333,19.58,88,3,2.36,MG,1728354932
387,molochnoye,59.2917,39.6787,5.39,91,100,5.23,RU,1728354933
388,beidaihehaibin,39.8222,119.5181,18.46,38,0,1.57,CN,1728354934
389,portland,45.5234,-122.6762,20.03,62,0,0.45,US,1728354326
390,tarauaca,-8.1614,-70.7656,25.24,73,89,0.32,BR,1728354937
391,prymors'k,46.7348,36.3443,12.57,85,1,5.73,UA,1728354938
392,bondo,3.8146,23.6866,19.24,98,92,0.67,CD,1728354939
393,mil'kovo,55.6078,37.7956,13.32,78,100,3.28,RU,1728354941
394,prainha,-1.8,-53.48,27.4,65,78,2.32,BR,1728354942
395,tarfaya,27.9358,-12.9218,21.22,89,100,3.63,MA,1728354944
396,mugia,43.1041,-9.2179,16.62,84,78,8.29,ES,1728354945
397,vetapalem,15.7833,80.3167,28.21,80,14,2.94,IN,1728354946
398,muynoq,43.7683,59.0214,16.28,30,0,3.99,UZ,1728354947
399,las tablas,7.7667,-80.2833,24.54,99,95,2.01,PA,1728354889
400,trondheim,63.4305,10.3951,8.6,78,100,1.34,NO,1728354898
401,yangambi,0.8102,24.4336,20.18,99,97,0.39,CD,1728354951
402,presque isle,46.6811,-68.0159,11.01,95,100,2.57,US,1728354786
403,kroya,-7.6331,109.2461,31.91,64,98,5.34,ID,1728354953
404,tevriz,57.509,72.4042,4.49,58,100,3.53,RU,1728354954
405,talcahuano,-36.7167,-73.1167,13.82,82,0,1.03,CL,1728354955
406,magadan,59.5667,150.8,1.9,70,11,1.44,RU,1728354956
407,sungailiat,-1.85,106.1333,30.33,64,61,6.55,ID,1728354957
408,fort-shevchenko,44.5086,50.263,18.95,54,0,10.13,KZ,1728354959
409,chibougamau,49.9168,-74.3659,3.79,93,100,3.09,CA,1728354961
410,spring creek,40.7266,-115.5859,18.2,29,61,1.34,US,1728354933
411,ust'-ilimsk,58.0006,102.6619,6.3,86,100,5.41,RU,1728354963
412,vanino,49.0869,140.2543,13.89,31,1,4.44,RU,1728354965
413,amga,60.8953,131.9608,0.63,73,96,0.8,RU,1728354966
414,aixe-sur-vienne,45.7986,1.1388,14.21,100,0,1.03,FR,1728354967
415,menongue,-14.6585,17.691,15.26,27,24,2.18,AO,1728354968
416,taroa,8.7058,171.2275,28.64,71,95,1.66,MH,1728354969
417,nadym,65.5333,72.5167,-1.88,76,11,6.01,RU,1728354970
418,kyren,51.6828,102.1408,10.38,46,100,0.22,RU,1728354971
419,bengkulu,-3.8004,102.2655,29.11,63,31,2.01,ID,1728354973
420,bairnsdale,-37.8333,147.6167,15.03,49,43,0.89,AU,1728354974
421,carinhanha,-14.3047,-43.765,28.64,40,22,3.79,BR,1728354975
422,andovoranto,-18.95,49.1,19.1,84,5,1.77,MG,1728354976
423,sevlievo,43.0258,25.1136,11.67,71,0,1.41,BG,1728354977
424,queenstown,-31.8976,26.8753,11.77,84,98,2.13,ZA,1728354978
425,guiuan,11.0333,125.7247,28.62,77,67,2.29,PH,1728354979
426,el haouaria,37.05,11.0144,25.01,82,8,11.21,TN,1728354981
427,mount darwin,-16.7725,31.5838,13.94,44,4,1.22,ZW,1728354982
428,es castell,39.8795,4.2854,23.38,83,0,9.26,ES,1728354983
429,lompoc,34.6391,-120.4579,15.84,95,100,4.12,US,1728354984
430,superior,46.7208,-92.1041,11.05,53,0,2.06,US,1728354985
431,holly springs,35.6513,-78.8336,16.35,85,3,3.71,US,1728354986
432,santa vitoria do palmar,-33.5189,-53.3681,14.75,96,100,1.31,BR,1728354988
433,degache,33.9761,8.2081,24.18,53,20,5.14,TN,1728354989
434,kapa'a,22.0752,-159.319,28.04,74,20,6.17,US,1728354990
435,mirny,62.5353,113.9611,-0.47,54,98,4.61,RU,1728354991
436,manta,-0.95,-80.7333,22.88,83,100,5.14,EC,1728354992
437,chacabuco,-34.6417,-60.4739,13.98,97,100,2.4,AR,1728354993
438,mutuali,-14.8706,37.0044,18.66,74,93,1.09,MZ,1728354994
439,solikamsk,59.6196,56.7729,8.4,96,100,3.17,RU,1728354996
440,katsuura,35.1333,140.3,21.41,93,95,10.8,JP,1728354997
441,mana,5.6592,-53.7767,26.66,89,100,4.21,GF,1728354998
442,timbuktu,16.7735,-3.0074,29.68,55,100,3.84,ML,1728354999
443,haskovo,41.9403,25.5694,11.23,73,0,0.93,BG,1728355000
444,navapolatsk,55.5363,28.6424,8.36,82,100,3.64,BY,1728355001
445,malango,-2.9627,119.9001,27.61,63,68,2.35,ID,1728355003
446,manokwari,-0.8667,134.0833,28.37,70,100,2.58,ID,1728355004
447,colon,9.3592,-79.9014,24.7,82,100,0.45,PA,1728355005
448,valdivia,-39.8142,-73.2459,9.05,88,0,1.52,CL,1728354885
449,todos santos,23.45,-110.2167,24.69,84,100,1.46,MX,1728355007
450,kudat,6.8837,116.8477,30.96,70,20,4.63,MY,1728355008
451,jinjiang,24.8198,118.5741,26.52,67,100,4.68,CN,1728355011
452,yarmouth,41.7057,-70.2286,15.33,95,100,3.58,US,1728355012
453,brioude,45.1667,3.4167,13.57,98,100,1.3,FR,1728355013
454,guayos,22.0489,-79.4608,24.14,92,100,1.84,CU,1728355014
455,meulaboh,4.1363,96.1285,26.9,78,99,2.25,ID,1728355015
456,burang,30.25,81.1667,5.15,42,0,1.87,CN,1728355018
457,tashtyp,52.7939,89.8983,4.81,63,11,7.34,RU,1728355019
458,nampula,-15.1165,39.2666,19.97,88,40,0.0,MZ,1728355020
459,aswan,24.0934,32.907,23.61,23,0,2.57,EG,1728355021
460,taghazout,30.5426,-9.7112,20.63,84,100,0.49,MA,1728355022
461,selfoss,63.9331,-20.9971,0.63,58,80,1.53,IS,1728355024
462,taltal,-25.4,-70.4833,15.36,85,0,1.23,CL,1728355025
463,san jose de mayo,-34.3375,-56.7136,13.72,98,100,1.97,UY,1728355026
464,chiknayakanhalli,13.4172,76.6228,23.25,80,100,2.48,IN,1728355027
465,carmarthen,51.8555,-4.3054,13.96,88,100,8.75,GB,1728355028
466,kiama,-34.6833,150.8667,14.76,69,100,0.45,AU,1728355029
467,vila velha,-20.3297,-40.2925,22.75,84,75,1.03,BR,1728355031
468,zhigalovo,54.8097,105.1578,10.38,57,100,1.06,RU,1728355032
469,carrizo springs,28.5219,-99.8606,21.97,49,0,0.0,US,1728355033
470,kone,-21.0595,164.8658,28.91,42,0,2.33,NC,1728355034
471,yel'nya,54.5786,33.1837,11.69,98,100,2.06,RU,1728355035
472,adrar,20.5022,-10.0711,30.54,25,6,4.99,MR,1728355036
473,aykhal,66.0,111.5,-5.69,87,100,3.77,RU,1728355037
474,spanish fork,40.115,-111.6549,18.7,40,16,1.48,US,1728355039
475,ha'il,27.5219,41.6907,21.01,26,0,2.06,SA,1728355040
476,khunti,23.0833,85.2833,25.06,74,18,0.98,IN,1728355041
477,taro,-8.3862,115.28,30.32,44,59,2.93,ID,1728355042
478,kalabo,-14.97,22.6814,15.61,22,0,2.65,ZM,1728355043
479,puerto santa,-8.9906,-78.6456,16.85,88,53,3.51,PE,1728355044
480,nieuw amsterdam,5.8833,-55.0833,26.15,89,11,4.1,SR,1728355046
481,mchinji,-13.7984,32.8802,17.0,70,34,1.64,MW,1728355047
482,greeley,40.4233,-104.7091,16.14,35,0,1.54,US,1728354836
483,polyarnyy,69.1989,33.4478,2.44,78,65,4.89,RU,1728355049
484,sao joao da barra,-21.6403,-41.0511,21.61,68,100,4.79,BR,1728355050
485,belozersk,60.0326,37.7957,3.83,78,99,5.93,RU,1728355051
486,balaklava,44.5,33.6,16.88,52,41,2.15,UA,1728355052
487,ongjin,37.9347,125.3619,19.69,52,0,2.82,KP,1728355054
488,port moresby,-9.4431,147.1797,31.68,62,75,5.14,PG,1728355055
489,zheleznodorozhnyy,55.7503,38.0042,12.27,84,100,2.93,RU,1728355056
490,bonthe,7.5264,-12.505,24.65,90,97,1.04,SL,1728355057
491,lafollette,36.3829,-84.1199,16.06,55,0,2.06,US,1728355058
492,petauke,-14.2426,31.3253,20.03,35,2,3.0,ZM,1728355059
493,verkhnevilyuysk,63.4453,120.3167,0.82,78,59,2.43,RU,1728355062
494,dryden,49.7833,-92.7503,8.16,66,0,1.54,CA,1728355063
495,sao vicente,-23.9631,-46.3919,20.55,26,97,1.97,BR,1728355064
496,clinton,42.587,-82.9199,11.12,64,0,4.89,US,1728355062
497,trairi,-3.2778,-39.2689,24.84,83,24,4.18,BR,1728355032
498,la sarre,48.8002,-79.1996,2.63,78,70,2.56,CA,1728354982
499,jayapura,-2.5333,140.7,32.66,64,98,2.61,ID,1728355070
500,okhotsk,59.3833,143.3,3.96,44,76,2.92,RU,1728355071
501,konstantinovka,49.6167,127.9833,13.14,32,2,3.51,RU,1728355072
502,valparaiso,-33.0393,-71.6273,14.8,77,75,2.57,CL,1728354934
503,qarazhal,48.0078,70.7903,12.15,41,73,2.6,KZ,1728355074
504,mount pearl,47.5166,-52.7813,8.01,95,75,5.66,CA,1728355048
505,kirensk,57.7853,108.1119,6.17,94,100,3.94,RU,1728354792
506,figuig (centre),32.1089,-1.2286,23.81,37,90,1.2,MA,1728354780
507,hohoe,7.1518,0.4736,23.12,93,100,1.13,GH,1728355079
508,ostersund,63.1792,14.6357,4.25,95,75,6.69,SE,1728355080
509,novodvinsk,64.4165,40.8122,-2.14,91,4,1.56,RU,1728355081
510,fisterra,42.9049,-9.2629,17.44,83,97,7.74,ES,1728355085
511,cururupu,-1.8283,-44.8683,22.97,91,12,0.69,BR,1728354993
512,dolores,-36.3132,-57.6792,12.27,92,100,0.61,AR,1728355087
513,cidreira,-30.1811,-50.2056,18.33,95,100,7.97,BR,1728355088
514,kamin-kashyrskyi,51.6241,24.9586,6.32,90,68,1.57,UA,1728355089
515,nazyvayevsk,55.5698,71.3529,6.21,47,100,5.44,RU,1728355091
516,marica,-22.9194,-42.8186,18.63,79,11,4.03,BR,1728355092
517,eslov,55.8393,13.3039,11.18,98,100,2.59,SE,1728355093
518,verkh-neyvinskiy,57.2701,60.1376,10.56,67,100,5.97,RU,1728355094
519,suva,-18.1416,178.4415,27.71,69,40,5.66,FJ,1728355095
520,murray bridge,-35.1167,139.2667,18.67,24,36,3.9,AU,1728355096
521,mulayjah,27.271,48.4242,22.4,56,0,0.38,SA,1728355097
522,emerald,-23.5333,148.1667,32.97,30,34,2.27,AU,1728355099
523,santa elena de uairen,4.6167,-61.1333,20.03,89,72,1.61,VE,1728355100
524,takaungu,-3.6837,39.8566,23.82,86,72,3.53,KE,1728355101
525,huron,41.1501,-82.5499,7.66,87,12,2.96,US,1728355102
526,enriquillo,17.9,-71.2333,26.31,86,86,1.13,DO,1728355103
527,orsha,54.5153,30.4053,7.72,93,100,6.15,BY,1728355105
528,khandyga,62.6667,135.6,-1.95,55,21,1.67,RU,1728355106
529,xilin hot,43.9667,116.0333,11.52,43,0,5.87,CN,1728355107
530,tazacorte,28.629,-17.9293,20.64,83,20,1.79,ES,1728355108
531,huarmey,-10.0681,-78.1522,17.9,85,77,3.61,PE,1728355109
532,ghadamis,30.1337,9.5007,26.17,36,3,4.12,LY,1728355111
533,st. john's,47.5649,-52.7093,9.28,94,75,5.66,CA,1728355112
534,tulun,54.5611,100.5792,7.1,80,100,7.02,RU,1728355113
535,brookings,44.3114,-96.7984,12.91,55,0,2.57,US,1728355114
536,rajanpur,29.1035,70.325,29.69,37,3,3.35,PK,1728355115
537,itamaraca,-7.7478,-34.8256,23.55,83,65,2.97,BR,1728355116
538,kapuskasing,49.4169,-82.4331,4.0,87,100,3.6,CA,1728355119
539,mont-tremblant,46.1949,-74.6264,4.77,93,81,0.0,CA,1728354960
540,pointe michel,15.25,-61.3833,28.76,75,10,2.71,DM,1728355121
541,muscat,23.6139,58.5922,26.97,74,0,3.37,OM,1728355122
542,terenos,-20.4422,-54.8603,29.84,34,75,5.14,BR,1728355124
543,penrith,54.6658,-2.7576,8.82,91,100,1.5,GB,1728355125
544,saint-francois,46.4154,3.9054,14.64,91,100,4.63,FR,1728355126
545,fonte boa,-2.4959,-66.2662,24.4,92,90,0.24,BR,1728355127
546,illizi,26.4833,8.4667,30.29,23,49,3.98,DZ,1728355129
547,mili,6.0815,171.735,28.75,71,95,4.31,MH,1728355130
548,qarchi gak,37.04,66.7889,18.69,55,86,0.28,AF,1728355131
549,san gabriel,34.0961,-118.1058,24.9,57,0,3.09,US,1728355132
550,montepuez,-13.1256,38.9997,18.17,97,10,1.35,MZ,1728355134
551,trenggalek,-8.05,111.7167,27.68,73,100,3.59,ID,1728355135
552,tari,-11.1105,14.3559,17.65,93,17,0.08,AO,1728355136
553,morant bay,17.8815,-76.4093,27.39,82,30,2.65,JM,1728355137
554,merritt,50.1123,-120.7942,13.09,62,100,1.96,CA,1728355138
555,pyu,18.4833,96.4333,28.88,81,16,1.25,MM,1728355140
556,dezhou,37.4486,116.2925,20.75,48,0,1.72,CN,1728354869
557,dwarka,22.2394,68.9678,30.38,59,42,3.04,IN,1728355142
558,gazojak,41.1875,61.4036,16.57,25,0,4.63,TM,1728355143
559,puntarenas,9.9763,-84.8384,23.86,96,100,2.6,CR,1728355144
560,cowra,-33.8333,148.6833,24.1,20,22,4.99,AU,1728355146
561,nova vicosa,-17.8919,-39.3719,21.43,81,8,2.79,BR,1728354855
562,lithgow,-33.4833,150.15,10.36,85,79,3.07,AU,1728355148
563,biltine,14.5333,20.9167,28.7,48,0,1.1,TD,1728355149
564,aginskoye,51.1,114.53,11.57,30,19,1.37,RU,1728355150
565,fale old settlement,-9.3852,-171.2468,27.52,79,96,6.56,TK,1728355151
